Booking_id,booking_Date,Customer_ID,State,City,Occupation,purpose_of_trip,Destination_place,Hotel_name,Mode_of_transport,Age,Marital_Status,trip_type,days_of_stay,Amount_Spent,booking_channel,Payment_method,repeated_customer,Trip_Score,Destination_Score,Total_Satisfication_Score
2692,18-12-2022,66,Andhra Pradesh,Kavali,Finance,Leisure,Madurai, Ananda in the Himalayas        ,Bus,54,Married,one-way,0,5700,mobile,Cash,yes,7,9,8.0
2961,12-04-2023,14,Andhra Pradesh,Bapatla,IT,Leisure,Coorg, Acron Waterfront Resort        ,Aeroplane,29,Married,Multi-city,9,19800,travel agent,Cash,yes,10,10,10.0
1600,06-01-2023,43,Andhra Pradesh,Tirupati,IT,Leisure,Shimla, Rambagh Palace                 ,Aeroplane,22,Unmarried,Multi-city,12,33200,mobile,Debit_card,yes,4,10,7.0
2734,08-07-2022,924,Andhra Pradesh,Amalapuram,Government-sector,Leisure,Srinagar, The Oberoi Udaivilas           ,Bus,60,Married,Round-trip,5,19800,meta search,Cash,yes,7,7,7.0
2912,22-11-2021,287,Andhra Pradesh,Rajahmundry,Students,Education,Cochin, The Oberoi Amarvilas           ,Aeroplane,10,Unmarried,one-way,0,6800,travel agent,Credit_card,yes,8,10,9.0
2770,14-07-2022,239,Andhra Pradesh,Ponnur,Finance,Leisure,Amritsar, Taj Nadesar Palace             ,Bus,64,Married,one-way,0,7200,mobile,Debit_card,yes,3,9,6.0
2997,15-06-2020,65,Andhra Pradesh,Narasapuram,IT,Business,Shimla, Windermere Estate              ,Ship,22,Married,one-way,0,5800,mobile,Credit_card,yes,4,9,6.5
1229,08-12-2022,5,Andhra Pradesh,Jaggayyapeta,IT,Leisure,Coorg, Savoy - IHCL SeleQtions        ,Ship,24,Unmarried,Round-trip,2,12400,meta search,Debit_card,yes,10,6,8.0
2073,03-06-2020,72,Andhra Pradesh,Kadapa,IT,Leisure,Shimla, Mayfair Darjeeling             ,Aeroplane,21,Unmarried,Multi-city,6,11500,travel agent,Debit_card,yes,4,9,6.5
1628,05-02-2023,27,Andhra Pradesh,Adoni,IT,Business,Shimla, Suryagarh                      ,Ship,30,Married,Round-trip,5,13200,meta search,Debit_card,yes,3,6,4.5
1025,18-02-2022,11,Andhra Pradesh,Hindupur,IT,Leisure,Shimla, Lake Palace Resort             ,Aeroplane,23,Married,Multi-city,15,37900,mobile,Debit_card,yes,3,9,6.0
1295,18-06-2020,14,Andhra Pradesh,Chittoor,IT,Leisure,Shimla, The Himalayan                  ,Ship,29,Married,Round-trip,4,11300,mobile,Cash,yes,5,9,7.0
1092,17-01-2023,1,Andhra Pradesh,Rayachoti,IT,Leisure,Ooty, Palais de Mahe                 ,Aeroplane,21,Married,Round-trip,3,7500,travel agent,Debit_card,yes,9,10,9.5
1281,20-05-2023,1,Andhra Pradesh,Peddapuram,IT,Leisure,Coorg, The Grand Dragon Ladakh        ,Bus,21,Married,Round-trip,4,18900,travel agent,Debit_card,yes,8,8,8.0
1776,15-10-2020,914,Andhra Pradesh,Narasaraopet,Students,Education,Cochin, Ananda in the Himalayas        ,Bus,17,Unmarried,one-way,0,7400,website,Cash,yes,8,9,8.5
1193,06-11-2022,73,Andhra Pradesh,Gudur,IT,Leisure,Coorg, Acron Waterfront Resort        ,Bus,27,Unmarried,Round-trip,2,9000,travel agent,Credit_card,yes,8,9,8.5
2609,31-12-2022,24,Andhra Pradesh,Nuzvid,IT,Leisure,Shimla, Rambagh Palace                 ,Ship,20,Unmarried,Round-trip,2,12100,website,Credit_card,yes,4,8,6.0
2054,06-06-2022,148,Andhra Pradesh,Bheemunipatnam.,Finance,Business,Madurai, The Oberoi Udaivilas           ,Bus,51,Married,one-way,0,9300,website,Cash,yes,7,3,5.0
2377,05-08-2020,148,Andhra Pradesh,Kurnool,Finance,Leisure,Madurai, The Oberoi Amarvilas           ,Aeroplane,51,Married,Round-trip,5,17900,mobile,Cash,yes,8,6,7.0
2732,07-02-2022,45,Andhra Pradesh,Tadipatri,IT,Leisure,Coorg, Taj Nadesar Palace             ,Aeroplane,26,Unmarried,Round-trip,2,8800,website,Debit_card,yes,8,10,9.0
2189,19-06-2021,628,Andhra Pradesh,Tirupati,Government-sector,Leisure,Srinagar, Windermere Estate              ,Ship,56,Married,Multi-city,10,31000,meta search,Cash,yes,9,9,9.0
2715,03-06-2022,403,Andhra Pradesh,Tadipatri,Finance,Leisure,Amritsar, Savoy - IHCL SeleQtions        ,Bus,46,Married,Round-trip,5,15400,mobile,Debit_card,yes,3,7,5.0
1602,19-04-2022,62,Andhra Pradesh,Chirala,IT,Business,Shimla, Mayfair Darjeeling             ,Aeroplane,27,Married,Multi-city,13,39200,website,Credit_card,yes,5,9,7.0
1668,04-05-2023,615,Andhra Pradesh,Tenkasi,Government-sector,Leisure,Amritsar, Suryagarh                      ,Aeroplane,36,Married,Round-trip,4,18200,travel agent,Cash,yes,3,8,5.5
2678,30-11-2020,44,Andhra Pradesh,Kurnool,Arts,Leisure,Agra, Lake Palace Resort             ,Aeroplane,30,Unmarried,Round-trip,2,14600,meta search,Debit_card,yes,5,6,5.5
2503,09-07-2020,45,Andhra Pradesh,Anantapur,IT,Leisure,Ooty, The Himalayan                  ,Aeroplane,26,Unmarried,Round-trip,4,13300,meta search,Debit_card,yes,10,7,8.5
2709,26-09-2020,5,Andhra Pradesh,Pithapuram,IT,Leisure,Ooty, Palais de Mahe                 ,Aeroplane,24,Unmarried,Multi-city,15,37900,travel agent,Debit_card,yes,8,10,9.0
2094,08-05-2021,973,Andhra Pradesh,Rayachoti,Government-sector,Leisure,Varanasi, The Grand Dragon Ladakh        ,Ship,39,Married,Round-trip,2,10100,mobile,Cash,yes,9,9,9.0
1378,16-10-2022,75,Andhra Pradesh,Eluru,Government-sector,Leisure,Srinagar, Ananda in the Himalayas        ,Aeroplane,42,Married,Round-trip,2,14800,meta search,Cash,yes,8,6,7.0
2479,15-07-2022,14,Andhra Pradesh,Kurnool,IT,Business,Goa, Acron Waterfront Resort        ,Bus,29,Married,Round-trip,3,14600,travel agent,Credit_card,yes,7,7,7.0
2434,25-06-2022,1,Andhra Pradesh,Chirala,IT,Leisure,Goa, Rambagh Palace                 ,Aeroplane,21,Married,Round-trip,4,19100,meta search,Debit_card,yes,7,6,6.5
1828,12-05-2021,24,Andhra Pradesh,Nellore,IT,Leisure,Shimla, The Oberoi Udaivilas           ,Bus,20,Unmarried,one-way,0,7200,mobile,Credit_card,yes,4,9,6.5
1641,07-11-2022,788,Andhra Pradesh,Tadipatri,Students,Education,Mysore, The Oberoi Amarvilas           ,Aeroplane,6,Unmarried,one-way,0,5300,mobile,Cash,yes,6,9,7.5
1431,23-08-2022,4,Andhra Pradesh,Anantapur,Finance,Leisure,Amritsar, Taj Nadesar Palace             ,Ship,46,Unmarried,one-way,0,6300,travel agent,Credit_card,yes,5,9,7.0
1644,13-04-2023,24,Andhra Pradesh,Tuni,IT,Business,Coorg, Windermere Estate              ,Bus,20,Unmarried,Multi-city,6,16200,website,Cash,yes,10,10,10.0
2613,13-04-2022,914,Andhra Pradesh,Srikakulam,Students,Education,Kanyakumari, Savoy - IHCL SeleQtions        ,Bus,17,Unmarried,one-way,0,9100,travel agent,Debit_card,yes,6,3,4.5
2231,12-01-2022,628,Andhra Pradesh,Proddatur,Government-sector,Leisure,Srinagar, Mayfair Darjeeling             ,Aeroplane,56,Married,one-way,0,7800,meta search,Credit_card,yes,7,9,8.0
1989,04-11-2020,14,Andhra Pradesh,Rayachoti,IT,Leisure,Ooty, Suryagarh                      ,Ship,29,Married,Round-trip,4,16400,meta search,Debit_card,yes,9,6,7.5
2424,09-07-2022,45,Andhra Pradesh,Palakollu,IT,Business,Shimla, Lake Palace Resort             ,Ship,26,Unmarried,Round-trip,3,14200,travel agent,Debit_card,yes,5,6,5.5
1586,07-02-2022,631,Andhra Pradesh,Repalle,Government-sector,Leisure,Amritsar, The Himalayan,Bus,37,Married,Round-trip,5,16200,meta search,Credit_card,no,3,8,5.5
1944,01-01-2021,632,Andhra Pradesh,Sullurpeta,Government-sector,Leisure,Srinagar, Palais de Mahe                 ,Aeroplane,45,Unmarried,one-way,0,8100,website,Cash,no,8,8,8.0
1251,27-08-2022,633,Andhra Pradesh,Chittoor,Finance,Leisure,Madurai, The Grand Dragon Ladakh        ,Aeroplane,59,Married,Multi-city,14,36200,meta search,Debit_card,yes,6,9,7.5
1210,06-03-2023,969,Andhra Pradesh,Visakhapatnam,Finance,Leisure,Varanasi, Ananda in the Himalayas        ,Aeroplane,39,Married,Multi-city,8,21900,travel agent,Cash,yes,9,10,9.5
2117,08-11-2020,43,Andhra Pradesh,Visakhapatnam,IT,Leisure,Coorg, Acron Waterfront Resort        ,Ship,22,Unmarried,Multi-city,9,21000,website,Cash,yes,8,10,9.0
2868,27-09-2022,98,Andhra Pradesh,Chirala,Students,Education,Cochin, Rambagh Palace                 ,Ship,15,Unmarried,Round-trip,5,18600,website,Credit_card,yes,10,6,8.0
2415,02-08-2022,403,Andhra Pradesh,Guntur,Finance,Leisure,Amritsar, The Oberoi Udaivilas           ,Bus,46,Married,Round-trip,5,16300,mobile,Cash,yes,5,6,5.5
2782,07-01-2021,73,Andhra Pradesh,Nandyal,IT,Leisure,Shimla, The Oberoi Amarvilas           ,Aeroplane,27,Unmarried,one-way,0,8100,travel agent,Debit_card,yes,3,6,4.5
2374,23-02-2021,72,Andhra Pradesh,Vijayawada,IT,Leisure,Coorg, Taj Nadesar Palace             ,Aeroplane,21,Unmarried,one-way,0,6400,mobile,Credit_card,yes,10,9,9.5
1938,14-02-2021,27,Andhra Pradesh,Amalapuram,IT,Business,Ooty, Windermere Estate              ,Ship,30,Married,one-way,0,6200,meta search,Cash,yes,8,9,8.5
2259,08-09-2021,37,Andhra Pradesh,Chilakaluripet,IT,Leisure,Coorg, Savoy - IHCL SeleQtions        ,Aeroplane,30,Unmarried,Round-trip,2,14000,website,Debit_card,yes,10,7,8.5
1925,20-12-2022,43,Andhra Pradesh,Srikakulam,IT,Leisure,Coorg, Mayfair Darjeeling             ,Bus,22,Unmarried,Round-trip,2,9300,website,Debit_card,yes,9,9,9.0
1267,10-10-2022,43,Andhra Pradesh,Repalle,IT,Leisure,Shimla, Suryagarh                      ,Bus,22,Unmarried,Round-trip,4,12300,meta search,Credit_card,yes,5,8,6.5
2859,24-12-2021,41,Andhra Pradesh,Tenkasi,IT,Leisure,Shimla, Lake Palace Resort             ,Bus,29,Unmarried,one-way,0,9400,mobile,Cash,yes,4,4,4.0
2596,02-05-2020,37,Andhra Pradesh,Tadipatri,IT,Leisure,Shimla, The Himalayan                  ,Ship,30,Unmarried,Round-trip,4,18700,meta search,Debit_card,yes,4,8,6.0
1824,05-11-2020,92,Andhra Pradesh,Tenkasi,Government-sector,Business,Amritsar, Palais de Mahe                 ,Ship,52,Married,Round-trip,3,8500,travel agent,Credit_card,yes,3,10,6.5
2992,23-08-2022,647,Andhra Pradesh,Kakinada,Finance,Business,Amritsar, The Grand Dragon Ladakh        ,Ship,57,Unmarried,Round-trip,2,13300,travel agent,Cash,yes,4,8,6.0
2516,16-05-2021,28,Andhra Pradesh,Srikakulam,Finance,Leisure,Varanasi, Ananda in the Himalayas        ,Aeroplane,37,Married,Round-trip,4,18500,mobile,Credit_card,yes,10,8,9.0
1505,14-05-2021,92,Andhra Pradesh,Rayachoti,Government-sector,Business,Srinagar, Acron Waterfront Resort        ,Bus,52,Married,one-way,0,6400,travel agent,Debit_card,yes,8,10,9.0
2891,01-05-2020,154,Andhra Pradesh,Yemmiganur,Students,Education,Cochin, Rambagh Palace                 ,Aeroplane,7,Unmarried,Multi-city,13,25900,meta search,Credit_card,yes,10,10,10.0
1218,15-06-2022,79,Andhra Pradesh,Nuzvid,IT,Business,Ooty, The Oberoi Udaivilas           ,Aeroplane,25,Unmarried,Round-trip,5,14000,travel agent,Cash,yes,9,7,8.0
1284,22-11-2022,652,Andhra Pradesh,Gudivada,Finance,Business,Madurai, The Oberoi Amarvilas           ,Ship,65,Married,one-way,0,7600,website,Debit_card,yes,6,9,7.5
1956,21-10-2021,88,Andhra Pradesh,Rayachoti,Finance,Business,Madurai, Taj Nadesar Palace             ,Aeroplane,55,Unmarried,one-way,0,5800,meta search,Debit_card,yes,7,9,8.0
2941,14-12-2022,891,Andhra Pradesh,Kadapa,Government-sector,Leisure,Srinagar, Windermere Estate              ,Bus,41,Married,Round-trip,2,12600,travel agent,Cash,yes,8,8,8.0
1554,04-09-2022,914,Andhra Pradesh,Kavali,Students,Education,Mysore, Savoy - IHCL SeleQtions        ,Bus,17,Unmarried,Multi-city,7,15700,travel agent,Cash,yes,8,9,8.5
1141,08-09-2021,20,Andhra Pradesh,Kurnool,IT,Business,Goa, Mayfair Darjeeling             ,Bus,28,Married,Round-trip,4,16400,website,Debit_card,yes,8,6,7.0
2625,16-04-2023,41,Andhra Pradesh,Tadepalligudem,IT,Leisure,Shimla, Suryagarh                      ,Aeroplane,29,Unmarried,Round-trip,4,11600,mobile,Cash,yes,4,9,6.5
1567,02-07-2020,14,Andhra Pradesh,Renigunta,IT,Leisure,Ooty, Lake Palace Resort             ,Aeroplane,29,Married,Multi-city,7,22400,website,Credit_card,yes,9,10,9.5
1045,13-10-2022,878,Andhra Pradesh,Kurnool,Finance,Leisure,Varanasi, The Himalayan                  ,Bus,43,Married,Round-trip,4,14300,website,Debit_card,yes,9,8,8.5
1487,16-08-2022,660,Andhra Pradesh,Kavali,Finance,Leisure,Madurai, Palais de Mahe                 ,Ship,36,Unmarried,Round-trip,4,10900,mobile,Credit_card,no,8,10,9.0
2206,03-05-2023,62,Andhra Pradesh,Repalle,IT,Leisure,Shimla, The Grand Dragon Ladakh        ,Aeroplane,27,Married,Round-trip,2,13700,mobile,Credit_card,yes,5,7,6.0
1933,04-09-2020,151,Andhra Pradesh,Machilipatnam,Arts,Education,Mahabalipuram, Ananda in the Himalayas        ,Ship,28,Married,one-way,0,8600,travel agent,Credit_card,yes,5,7,6.0
2618,15-12-2021,950,Andhra Pradesh,Gudur,Finance,Leisure,Madurai, Acron Waterfront Resort        ,Bus,57,Married,Round-trip,4,19200,mobile,Debit_card,yes,6,7,6.5
2893,10-05-2021,41,Andhra Pradesh,Markapur,IT,Leisure,Coorg, Rambagh Palace                 ,Aeroplane,29,Unmarried,Round-trip,3,12100,meta search,Debit_card,yes,10,8,9.0
1230,16-09-2020,50,Andhra Pradesh,Kakinada,IT,Leisure,Ooty, The Oberoi Udaivilas           ,Bus,24,Married,Multi-city,12,23700,mobile,Cash,yes,10,9,9.5
1892,09-08-2022,79,Andhra Pradesh,Kurnool,IT,Leisure,Goa, The Oberoi Amarvilas           ,Bus,25,Unmarried,Round-trip,5,16900,website,Cash,yes,6,8,7.0
2841,03-09-2020,79,Andhra Pradesh,Nellore,IT,Business,Ooty, Taj Nadesar Palace             ,Aeroplane,25,Unmarried,Round-trip,4,17500,mobile,Debit_card,yes,8,8,8.0
2163,25-03-2021,20,Andhra Pradesh,Anantapur,IT,Leisure,Goa, Windermere Estate              ,Aeroplane,28,Married,Round-trip,2,12700,mobile,Credit_card,yes,6,7,6.5
1750,31-10-2021,17,Andhra Pradesh,Peddapuram,IT,Leisure,Coorg, Savoy - IHCL SeleQtions        ,Aeroplane,23,Unmarried,Multi-city,7,20700,travel agent,Debit_card,yes,8,10,9.0
2037,15-03-2021,1,Andhra Pradesh,Adoni,IT,Leisure,Goa, Mayfair Darjeeling             ,Aeroplane,21,Married,Multi-city,12,31800,travel agent,Cash,yes,6,10,8.0
2927,20-10-2022,27,Andhra Pradesh,Amalapuram,IT,Leisure,Ooty, Suryagarh                      ,Aeroplane,30,Married,Round-trip,2,14800,mobile,Credit_card,yes,8,6,7.0
2509,01-01-2023,77,Andhra Pradesh,Visakhapatnam,Government-sector,Leisure,Amritsar, Lake Palace Resort             ,Aeroplane,62,Married,Round-trip,2,12800,website,Credit_card,yes,4,6,5.0
2277,22-04-2022,20,Andhra Pradesh,Bhimavaram,IT,Leisure,Coorg, The Himalayan                  ,Ship,28,Married,Round-trip,2,9400,website,Credit_card,yes,9,9,9.0
1835,30-05-2021,148,Andhra Pradesh,Tirupati,Finance,Leisure,Amritsar, Palais de Mahe                 ,Bus,51,Married,Round-trip,2,10500,travel agent,Credit_card,yes,4,9,6.5
2039,06-12-2022,154,Andhra Pradesh,Chittoor,Students,Education,Kanyakumari, The Grand Dragon Ladakh        ,Ship,7,Unmarried,one-way,0,5600,travel agent,Credit_card,yes,7,10,8.5
2306,03-06-2020,135,Andhra Pradesh,Machilipatnam,Arts,Education,Agra, Ananda in the Himalayas        ,Ship,29,Unmarried,Round-trip,5,15700,meta search,Credit_card,yes,5,8,6.5
1301,19-07-2021,30,Andhra Pradesh,Nandyal,IT,Leisure,Coorg, Acron Waterfront Resort        ,Aeroplane,28,Unmarried,one-way,0,9000,meta search,Cash,yes,8,1,4.5
1628,09-03-2022,72,Andhra Pradesh,Nandyal,IT,Leisure,Goa, Rambagh Palace                 ,Ship,21,Unmarried,Multi-city,8,13900,travel agent,Cash,yes,8,10,9.0
2729,03-03-2021,35,Andhra Pradesh,Yemmiganur,Arts,Leisure,Agra, The Oberoi Udaivilas           ,Aeroplane,27,Married,Round-trip,4,10900,mobile,Credit_card,yes,3,10,6.5
1863,25-10-2022,680,Andhra Pradesh,Tadipatri,Government-sector,Leisure,Srinagar, The Oberoi Amarvilas           ,Ship,44,Unmarried,Multi-city,11,23800,website,Credit_card,no,7,10,8.5
2683,17-09-2021,121,Andhra Pradesh,Nandyal,Government-sector,Business,Amritsar, Taj Nadesar Palace             ,Aeroplane,47,Married,Round-trip,5,12700,travel agent,Cash,yes,3,6,4.5
1955,11-05-2021,41,Andhra Pradesh,Sullurpeta,IT,Leisure,Goa, Windermere Estate              ,Bus,29,Unmarried,Round-trip,2,10400,travel agent,Debit_card,yes,8,10,9.0
2798,27-06-2022,20,Andhra Pradesh,Bapatla,IT,Leisure,Ooty, Savoy - IHCL SeleQtions        ,Ship,28,Married,Round-trip,2,11100,meta search,Cash,yes,9,10,9.5
1167,06-04-2022,208,Andhra Pradesh,Dharmavaram,Finance,Business,Madurai, Mayfair Darjeeling             ,Bus,45,Married,one-way,0,5200,meta search,Credit_card,yes,8,10,9.0
1994,02-10-2020,34,Andhra Pradesh,Rajahmundry,Arts,Leisure,Agra, Suryagarh                      ,Ship,28,Unmarried,Round-trip,3,11700,website,Debit_card,yes,5,10,7.5
1102,14-07-2021,28,Andhra Pradesh,Repalle,Finance,Business,Varanasi, Lake Palace Resort             ,Ship,37,Married,one-way,0,6400,meta search,Cash,yes,8,9,8.5
1572,06-07-2022,29,Andhra Pradesh,Visakhapatnam,Finance,Leisure,Varanasi, The Himalayan                  ,Bus,51,Unmarried,Round-trip,2,12600,meta search,Credit_card,yes,8,8,8.0
1943,07-05-2020,11,Andhra Pradesh,Jaggayyapeta,IT,Leisure,Shimla, Palais de Mahe                 ,Aeroplane,23,Married,Round-trip,3,13000,website,Cash,yes,3,6,4.5
1196,15-08-2022,75,Andhra Pradesh,Tadipatri,Government-sector,Leisure,Varanasi, The Grand Dragon Ladakh        ,Bus,42,Married,Round-trip,4,17500,travel agent,Debit_card,yes,9,8,8.5
1461,10-06-2022,1,Andhra Pradesh,Chilakaluripet,IT,Business,Shimla, Ananda in the Himalayas        ,Ship,21,Married,one-way,0,5300,travel agent,Cash,yes,5,9,7.0
1327,16-02-2023,24,Andhra Pradesh,Gudur,IT,Business,Shimla, Acron Waterfront Resort        ,Aeroplane,20,Unmarried,one-way,0,9600,mobile,Debit_card,yes,5,3,4.0
2682,28-06-2022,131,Andhra Pradesh,Srikakulam,Students,Education,Cochin, Rambagh Palace                 ,Bus,8,Unmarried,Round-trip,5,10800,website,Credit_card,yes,9,10,9.5
1791,04-12-2020,290,Andhra Pradesh,Narasaraopet,Finance,Business,Varanasi, The Oberoi Udaivilas           ,Bus,63,Married,Multi-city,11,30500,website,Cash,yes,10,10,10.0
1123,28-08-2021,11,Andhra Pradesh,Chilakaluripet,IT,Leisure,Goa, The Oberoi Amarvilas           ,Aeroplane,23,Married,Round-trip,2,9700,meta search,Debit_card,yes,8,10,9.0
2399,12-09-2022,73,Andhra Pradesh,Palakollu,IT,Business,Goa, Taj Nadesar Palace             ,Ship,27,Unmarried,Round-trip,3,13700,mobile,Debit_card,yes,6,8,7.0
1753,23-11-2022,950,Andhra Pradesh,Tirupati,Finance,Business,Amritsar, Windermere Estate              ,Ship,57,Married,Round-trip,4,16000,meta search,Credit_card,yes,4,6,5.0
2329,13-11-2020,27,Andhra Pradesh,Kadapa,IT,Leisure,Shimla, Savoy - IHCL SeleQtions        ,Aeroplane,30,Married,one-way,0,8900,travel agent,Debit_card,yes,3,7,5.0
1326,29-08-2022,28,Andhra Pradesh,Tuni,Finance,Leisure,Varanasi, Mayfair Darjeeling             ,Bus,37,Married,Multi-city,14,29300,website,Cash,yes,9,10,9.5
1379,19-12-2020,20,Andhra Pradesh,Pithapuram,IT,Leisure,Ooty, Suryagarh                      ,Ship,28,Married,Round-trip,4,18500,travel agent,Debit_card,yes,8,8,8.0
1558,27-01-2021,42,Andhra Pradesh,Kovvur,Students,Education,Kanyakumari, Lake Palace Resort             ,Bus,19,Unmarried,Round-trip,4,12300,travel agent,Debit_card,yes,8,7,7.5
2053,27-03-2022,130,Andhra Pradesh,Amalapuram,Finance,Leisure,Varanasi, The Himalayan                  ,Ship,37,Unmarried,Round-trip,3,12500,mobile,Cash,yes,9,6,7.5
2622,12-10-2022,50,Andhra Pradesh,Tirupati,IT,Leisure,Shimla, Palais de Mahe                 ,Bus,24,Married,one-way,0,7500,mobile,Cash,yes,4,9,6.5
2263,22-04-2023,17,Andhra Pradesh,Sullurpeta,IT,Leisure,Ooty, The Grand Dragon Ladakh        ,Aeroplane,23,Unmarried,Multi-city,12,21500,travel agent,Credit_card,yes,8,10,9.0
2890,07-10-2022,45,Andhra Pradesh,Tadipatri,IT,Leisure,Ooty, Ananda in the Himalayas        ,Aeroplane,26,Unmarried,one-way,0,7100,travel agent,Credit_card,yes,9,9,9.0
1291,08-05-2020,73,Andhra Pradesh,Kavali,IT,Leisure,Goa, Acron Waterfront Resort        ,Bus,27,Unmarried,Round-trip,3,13100,mobile,Cash,yes,8,8,8.0
2474,15-04-2022,51,Andhra Pradesh,Bhimavaram,Arts,Leisure,Mysore, Rambagh Palace                 ,Bus,24,Married,one-way,0,9900,mobile,Debit_card,yes,8,4,6.0
1523,14-10-2021,41,Andhra Pradesh,Repalle,IT,Business,Goa, The Oberoi Udaivilas           ,Ship,29,Unmarried,Round-trip,4,18100,mobile,Debit_card,yes,8,7,7.5
2024,11-09-2020,127,Andhra Pradesh,Tadipatri,Government-sector,Leisure,Srinagar, The Oberoi Amarvilas           ,Aeroplane,49,Married,Round-trip,5,17000,travel agent,Credit_card,yes,10,6,8.0
1116,08-02-2022,5,Andhra Pradesh,Ongole,IT,Business,Coorg, Taj Nadesar Palace             ,Bus,24,Unmarried,Round-trip,3,14600,mobile,Cash,yes,8,7,7.5
2775,31-07-2021,307,Andhra Pradesh,Bheemunipatnam.,Finance,Leisure,Varanasi, Windermere Estate              ,Bus,53,Married,Round-trip,3,14400,meta search,Credit_card,yes,9,8,8.5
1151,29-11-2022,711,Andhra Pradesh,Amalapuram,Government-sector,Leisure,Amritsar, Savoy - IHCL SeleQtions        ,Bus,59,Married,Multi-city,6,12900,travel agent,Credit_card,yes,3,10,6.5
1354,03-11-2022,278,Andhra Pradesh,Srikakulam,Finance,Leisure,Amritsar, Mayfair Darjeeling             ,Ship,49,Married,one-way,0,8800,mobile,Cash,yes,5,8,6.5
1554,04-06-2021,154,Andhra Pradesh,Palakollu,Students,Education,Mysore, Suryagarh                      ,Aeroplane,7,Unmarried,Round-trip,2,9700,meta search,Credit_card,yes,7,10,8.5
1274,20-05-2021,98,Andhra Pradesh,Kavali,Students,Education,Mysore, Lake Palace Resort             ,Ship,15,Unmarried,one-way,0,8100,mobile,Cash,yes,8,7,7.5
2403,22-08-2020,23,Andhra Pradesh,Peddapuram,IT,Business,Ooty, The Himalayan                  ,Aeroplane,25,Married,Multi-city,10,28500,travel agent,Debit_card,yes,9,9,9.0
2151,01-04-2023,786,Andhra Pradesh,Sullurpeta,Arts,Leisure,Mahabalipuram, Palais de Mahe                 ,Aeroplane,27,Unmarried,Round-trip,2,13100,mobile,Cash,yes,4,7,5.5
1872,10-06-2022,891,Andhra Pradesh,Narasaraopet,Government-sector,Leisure,Srinagar, The Grand Dragon Ladakh        ,Aeroplane,41,Married,Round-trip,5,10800,meta search,Credit_card,yes,10,9,9.5
1736,07-05-2022,933,Andhra Pradesh,Markapur,Arts,Education,Agra, Ananda in the Himalayas        ,Bus,23,Married,Round-trip,3,10500,meta search,Debit_card,yes,3,10,6.5
2296,03-05-2022,17,Andhra Pradesh,Proddatur,IT,Leisure,Shimla, Acron Waterfront Resort        ,Bus,23,Unmarried,one-way,0,5600,mobile,Credit_card,yes,4,10,7.0
1185,13-01-2023,253,Andhra Pradesh,Bhimavaram,Government-sector,Business,Srinagar, Rambagh Palace                 ,Bus,57,Married,one-way,0,5800,mobile,Credit_card,yes,9,9,9.0
1004,17-07-2022,933,Andhra Pradesh,Chittoor,Arts,Leisure,Mysore, The Oberoi Udaivilas           ,Aeroplane,23,Married,Round-trip,4,11200,website,Debit_card,yes,8,10,9.0
1742,31-10-2020,62,Andhra Pradesh,Kurnool,IT,Leisure,Ooty, The Oberoi Amarvilas           ,Ship,27,Married,Round-trip,2,13200,mobile,Cash,yes,9,7,8.0
1573,08-08-2022,20,Andhra Pradesh,Hindupur,IT,Leisure,Goa, Taj Nadesar Palace             ,Ship,28,Married,one-way,0,5200,travel agent,Credit_card,yes,8,9,8.5
2800,04-10-2021,615,Andhra Pradesh,Hindupur,Government-sector,Leisure,Amritsar, Windermere Estate              ,Ship,36,Married,one-way,0,8400,travel agent,Credit_card,yes,3,6,4.5
1750,14-04-2022,285,Andhra Pradesh,Bheemunipatnam.,Finance,Leisure,Madurai, Savoy - IHCL SeleQtions        ,Aeroplane,48,Married,Multi-city,14,27000,website,Cash,yes,8,10,9.0
2728,07-02-2023,386,Andhra Pradesh,Tadipatri,Government-sector,Leisure,Amritsar, Mayfair Darjeeling             ,Aeroplane,39,Unmarried,Multi-city,6,16300,meta search,Debit_card,yes,4,9,6.5
2045,29-05-2023,11,Andhra Pradesh,Yemmiganur,IT,Business,Goa, Suryagarh                      ,Ship,23,Married,Round-trip,4,19400,meta search,Credit_card,yes,8,6,7.0
2218,01-09-2020,198,Andhra Pradesh,Tenkasi,Government-sector,Leisure,Varanasi, Lake Palace Resort             ,Aeroplane,53,Married,Round-trip,2,12600,travel agent,Credit_card,yes,10,8,9.0
1690,09-05-2023,79,Andhra Pradesh,Narasaraopet,IT,Leisure,Coorg, The Himalayan                  ,Bus,25,Unmarried,one-way,0,8300,website,Cash,yes,9,7,8.0
1990,02-12-2022,43,Andhra Pradesh,Peddapuram,IT,Leisure,Goa, Palais de Mahe                 ,Aeroplane,22,Unmarried,Round-trip,4,19500,mobile,Debit_card,yes,8,6,7.0
2184,17-09-2022,45,Andhra Pradesh,Rajahmundry,IT,Leisure,Coorg, The Grand Dragon Ladakh        ,Bus,26,Unmarried,Multi-city,11,32000,mobile,Debit_card,yes,9,10,9.5
2123,23-04-2022,128,Andhra Pradesh,Proddatur,Government-sector,Business,Varanasi, Ananda in the Himalayas        ,Ship,48,Married,one-way,0,8400,meta search,Cash,yes,8,6,7.0
1972,23-11-2021,147,Andhra Pradesh,Kovvur,Finance,Leisure,Amritsar, Acron Waterfront Resort        ,Ship,62,Married,one-way,0,6400,website,Debit_card,yes,5,10,7.5
